year,가톨릭,합격인원,건국대,합격인원,경희대,합격인원,고려대,합격인원,광운대,합격인원,단국대,합격인원,덕성여대,합격인원,동국대,합격인원,동덕여대,합격인원,서강대,합격인원,서울과기대,합격인원,서울시립대,합격인원,성균관대,합격인원,성신여대,합격인원,세종대,합격인원,숙명여대,합격인원,숭실대,합격인원,아주대,합격인원,연세대,합격인원,이화여대,합격인원,인하대,합격인원,중앙대,합격인원,중앙대(다빈치),합격인원,한양대,합격인원,항공대,합격인원,홍익대,합격인원,,학교명,논술유형,수능최저
2024,95,2,87,3,92,2,,,98,1,87,3,81,3,95,2,74,4,98,1,98,1,93,2,98,1,87,3,98,1,81,3,87,3,9,8,,,81,3,87,3,87,3,76,4,97,1,92,2,87,3,,,,
2024,98,1,93,2,93,2,,,93,2,87,3,76,4,95,2,70,4,97,1,87,3,90,2,97,1,92,2,85,3,92,2,92,2,,#N/A,,,92,2,85,3,93,2,66,4,95,2,93,2,87,3,,,,
2024,31,6,51,5,96,2,,,85,3,62,4,78,3,87,3,81,3,95,2,85,3,85,3,98,1,95,2,92,2,59,5,90,2,92,2,,,92,2,93,2,98,1,68,4,93,2,87,3,85,3,,,,
2024,74,4,87,3,90,2,,,95,2,92,2,87,3,92,2,90,2,93,2,95,2,81,3,92,2,83,3,92,2,97,1,98,1,97,1,,,98,1,59,5,98,1,87,3,98,1,90,2,81,3,,,,
2024,83,3,93,2,87,3,,,90,2,63,4,68,4,90,2,87,3,99,1,87,3,92,2,97,1,98,1,76,4,76,4,97,1,87,3,,,98,1,85,3,92,2,97,1,98,1,87,3,87,3,,,,
2024,74,4,93,2,96,2,,,87,3,66,4,66,4,97,1,70,4,92,2,74,4,97,1,92,2,68,4,90,2,81,3,87,3,92,2,,,87,3,87,3,98,1,74,4,95,2,87,3,90,2,,,,
2024,81,3,76,4,95,2,,,81,3,87,3,81,3,81,3,74,4,87,3,81,3,85,3,92,2,90,2,98,1,81,3,87,3,99,1,,,87,3,,#N/A,95,2,87,3,54,5,85,3,90,2,,,,
2024,66,4,85,3,97,1,,,95,2,74,4,68,4,95,2,87,3,98,1,81,3,93,2,97,1,87,3,92,2,95,2,93,2,74,4,,,95,2,76,4,97,1,74,4,98,1,98,1,95,2,,,,
2024,68,4,85,3,95,2,,,66,4,92,2,81,3,93,2,74,4,93,2,70,4,89,2,99,1,74,4,78,3,76,4,78,3,98,1,,,87,3,51,5,95,2,81,3,99,1,81,3,87,3,,,,
2024,74,4,92,2,74,4,,,66,4,87,3,81,3,87,3,68,4,90,2,59,5,90,2,97,1,87,3,87,3,90,2,81,3,96,1,,,81,3,92,2,93,2,92,2,98,1,74,4,87,3,,,,
2024,99,1,81,3,83,3,,,81,3,74,4,63,4,83,3,92,2,98,1,81,3,87,3,98,1,87,3,89,2,81,3,81,3,99,1,,,78,3,81,3,92,2,85,3,99,1,99,1,81,3,,,,
2024,81,3,96,1,92,2,,,74,4,87,3,81,3,95,2,74,4,93,2,95,2,,#N/A,93,2,81,3,85,3,92,2,93,2,74,4,,,74,4,96,1,99,1,54,5,97,1,92,2,95,2,,,,
2024,81,3,81,3,97,1,,,87,3,,,57,5,93,2,81,3,95,2,74,4,92,2,97,1,81,3,93,2,87,3,90,2,81,3,,,97,1,,#N/A,92,2,87,3,98,1,92,2,95,2,,,,
2024,85,3,90,2,93,2,,,81,3,,,78,3,95,2,81,3,,#N/A,81,3,97,1,100,1,85,3,95,2,74,4,95,2,74,4,,,85,3,74,4,90,2,85,3,98,1,85,3,89,2,,,,
2024,23,6,92,2,87,3,,,87,3,92,2,87,3,92,2,87,3,97,1,87,3,93,2,98,1,74,4,81,3,87,3,90,2,68,4,,,85,3,81,3,96,1,,,98,1,81,3,98,1,,,,
2024,51,5,96,1,100,1,,,95,2,85,3,59,5,81,3,66,4,92,2,85,3,98,1,97,1,93,2,81,3,90,2,89,2,74,4,,,81,3,87,3,98,1,,,90,2,92,2,93,2,,,,
2024,8,8,95,2,93,2,,,90,2,83,3,54,5,78,3,66,4,97,1,87,3,,,95,2,74,4,93,2,90,2,87,3,66,4,,,87,3,74,4,98,1,,,98,1,74,4,93,2,,,,
2024,81,3,92,2,98,1,,,98,1,87,3,87,3,95,2,74,4,87,3,74,4,,,97,1,87,3,95,2,34,6,90,2,85,3,,,87,3,81,3,89,2,,,97,1,74,4,90,2,,,,
2024,83,3,87,3,97,1,,,74,4,62,4,74,4,87,3,68,4,100,1,87,3,,,97,1,81,3,90,2,81,3,87,3,92,2,,,92,2,87,3,98,1,,,98,1,87,3,90,2,,,,
2024,74,4,95,2,97,1,,,81,3,81,3,63,4,68,4,78,3,93,2,85,3,,,95,2,68,4,66,4,87,3,87,3,93,2,,,93,2,74,4,90,2,,,92,2,97,1,98,1,,,,
2024,74,4,99,1,97,1,,,59,5,74,4,70,4,87,3,81,3,98,1,92,2,,,97,1,95,2,99,1,95,2,85,3,85,3,,,81,3,99,1,92,2,,,99,1,76,4,92,2,,,,
2024,68,4,87,3,93,2,,,81,3,76,4,74,4,85,3,78,3,98,1,,#N/A,,,98,1,89,2,92,2,87,3,92,2,93,2,,,90,2,87,3,93,2,,,96,1,92,2,97,1,,,,
2024,85,3,93,2,99,1,,,,,81,3,87,3,92,2,87,3,97,1,95,2,,,98,1,92,2,90,2,87,3,90,2,97,1,,,83,3,89,2,85,3,,,85,3,81,3,92,2,,,,
2024,85,3,92,2,98,1,,,,,97,1,,,66,4,68,4,98,1,74,4,,,97,1,85,3,87,3,81,3,92,2,70,4,,,95,2,81,3,90,2,,,92,2,81,3,95,2,,,,
2024,90,2,98,1,87,3,,,78,3,87,3,,,85,3,83,3,,,95,2,,,93,2,81,3,87,3,76,4,97,1,93,2,,,95,2,74,4,98,1,,,97,1,90,2,99,1,,,,
2024,85,3,95,2,99,1,,,92,2,87,3,,,92,2,78,3,,,97,1,,,90,2,68,4,81,3,93,2,87,3,74,4,,,97,1,90,2,97,1,,,87,3,95,2,85,3,,,,
2024,90,2,99,1,95,2,,,85,3,74,4,,,93,2,81,3,,,90,2,,,98,1,70,4,92,2,90,2,90,2,92,2,,,92,2,35,6,87,3,,,97,1,81,3,95,2,,,,
2024,85,2,92,2,93,2,,,90,2,81,3,,,87,3,87,3,,,87,3,,,98,1,74,4,87,3,81,3,92,2,99,1,,,95,2,68,4,98,1,,,97,1,66,4,89,2,,,,
2024,90,2,81,3,98,1,,,68,4,87,3,,,81,3,76,4,,,87,3,,,97,1,92,2,97,1,87,3,74,4,99,1,,,83,3,81,3,90,2,,,66,4,87,3,98,1,,,,
2024,95,2,92,2,81,3,,,81,3,,#N/A,,,81,3,76,4,,,90,2,,,93,2,87,3,85,3,93,2,87,3,93,2,,,97,1,66,4,95,2,,,96,1,89,2,92,2,,,,
2024,99,1,97,1,95,2,,,76,4,81,3,,,81,3,90,2,,,68,4,,,97,1,81,3,98,1,95,2,92,2,100,1,,,97,1,97,1,97,1,,,95,2,59,5,68,4,,,,
2024,100,1,85,3,92,2,,,98,1,87,3,,,98,1,89,2,,,81,3,,,87,3,66,4,95,2,93,2,95,2,95,2,,,95,2,90,2,78,3,,,90,2,95,2,59,5,,,,
2024,76,3,99,1,93,2,,,95,2,87,3,,,95,2,74,4,,,,#N/A,,,97,1,74,4,66,4,90,2,90,2,87,3,,,81,3,90,2,97,1,,,95,2,83,3,90,2,,,,
2024,99,1,87,3,85,3,,,87,3,74,4,,,95,2,78,3,,,81,3,,,99,1,81,3,81,3,90,2,92,2,,#N/A,,,81,3,85,3,93,2,,,97,1,90,2,90,2,,,,
2024,100,1,93,2,83,3,,,,#N/A,8,8,,,95,2,74,4,,,81,3,,,99,1,87,3,90,2,59,5,83,3,74,4,,,92,2,87,3,95,2,,,92,2,83,3,92,2,,,,
2024,99,1,93,2,90,2,,,95,2,81,3,,,74,4,74,4,,,76,4,,,95,2,68,4,90,2,,,74,4,90,2,,,87,3,87,3,97,1,,,95,2,81,3,85,3,,,,
2024,85,3,92,2,95,2,,,81,3,92,2,,,95,2,,,,,78,3,,,95,2,81,3,83,3,,,95,2,97,1,,,95,2,85,3,87,3,,,95,2,68,4,90,2,,,,
2024,81,3,90,2,93,2,,,8,8,87,3,,,82,3,,,,,68,4,,,95,2,74,4,87,3,,,76,4,99,1,,,87,3,92,2,93,2,,,97,1,85,3,93,2,,,,
2024,81,3,95,2,93,2,,,97,1,98,1,,,93,2,,,,,81,3,,,74,4,87,3,90,2,,,92,2,74,4,,,93,2,87,3,99,1,,,99,1,87,3,90,2,,,,
2024,100,1,97,1,97,1,,,87,3,,#N/A,,,97,1,,,,,78,3,,,93,2,92,2,85,3,,,87,3,92,2,,,95,2,95,2,95,2,,,92,2,89,2,93,2,,,,
2024,,,92,2,92,2,,,95,2,92,2,,,87,3,,,,,,#N/A,,,98,1,76,4,90,2,,,95,2,97,1,,,76,4,74,4,97,1,,,87,3,74,4,87,3,,,,
2024,,,87,3,98,1,,,78,3,66,4,,,95,2,,,,,90,2,,,87,3,76,4,87,3,,,95,2,,#N/A,,,90,2,96,1,98,1,,,96,1,95,2,93,2,,,,
2024,,,93,2,97,1,,,81,3,87,3,,,76,4,,,,,89,2,,,98,1,68,4,97,1,,,95,2,81,3,,,93,2,,#N/A,93,2,,,96,1,89,2,92,2,,,,
2024,,,83,3,92,2,,,,#N/A,99,1,,,85,3,,,,,66,4,,,100,1,81,3,97,1,,,81,3,81,3,,,,,81,3,95,2,,,99,1,81,3,92,2,,,,
2024,,,95,2,90,2,,,87,3,87,3,,,90,2,,,,,78,3,,,97,1,81,3,83,3,,,95,2,90,2,,,,,81,3,97,1,,,97,1,85,3,99,1,,,,
2024,,,97,1,93,2,,,81,3,81,3,,,98,1,,,,,90,2,,,100,1,76,4,95,2,,,92,2,92,2,,,,,87,3,81,3,,,93,2,87,3,85,3,,,,
2024,,,78,3,90,2,,,81,3,92,2,,,85,3,,,,,97,1,,,95,2,87,3,76,4,,,85,3,85,3,,,,,78,3,97,1,,,92,2,70,4,76,4,,,,
2024,,,97,1,87,3,,,81,3,90,2,,,81,3,,,,,85,3,,,90,2,87,3,87,3,,,97,1,89,2,,,,,59,5,93,2,,,99,1,81,3,98,1,,,,
2024,,,81,3,87,3,,,66,4,81,3,,,85,3,,,,,81,3,,,92,2,74,4,76,4,,,97,1,76,4,,,,,78,3,98,1,,,97,1,95,2,97,1,,,,
2024,,,97,1,99,1,,,81,3,95,2,,,95,2,,,,,81,3,,,97,1,82,3,74,4,,,92,2,90,2,,,,,90,2,95,2,,,98,1,92,2,90,2,,,,
2024,,,87,3,99,1,,,81,3,81,3,,,81,3,,,,,83,3,,,97,1,59,5,90,2,,,90,2,90,2,,,,,95,2,97,1,,,98,1,81,3,76,4,,,,
2024,,,81,3,74,4,,,78,3,,#N/A,,,66,4,,,,,76,4,,,92,2,66,4,74,4,,,95,2,92,2,,,,,81,3,97,1,,,97,1,81,3,97,1,,,,
2024,,,97,1,97,1,,,81,3,92,2,,,90,2,,,,,97,1,,,99,1,67,4,87,3,,,95,2,99,1,,,,,95,2,98,1,,,100,1,97,1,93,2,,,,
2024,,,87,3,95,2,,,98,1,74,4,,,74,4,,,,,92,2,,,95,2,78,3,95,2,,,87,3,66,4,,,,,,#N/A,97,1,,,99,1,87,3,95,2,,,,
2024,,,95,2,90,2,,,95,2,92,2,,,81,3,,,,,99,1,,,99,1,87,3,92,2,,,90,2,90,2,,,,,87,3,95,2,,,95,2,92,2,90,2,,,,
2024,,,95,2,90,2,,,85,3,66,4,,,92,2,,,,,,#N/A,,,92,2,68,4,95,2,,,85,3,,,,,,,92,2,93,2,,,85,3,74,4,78,3,,,,
2024,,,87,3,97,1,,,81,3,74,4,,,92,2,,,,,66,4,,,98,1,90,2,95,2,,,92,2,,,,,,,66,4,93,2,,,93,2,95,2,87,3,,,,
2024,,,87,3,85,3,,,76,4,83,3,,,87,3,,,,,85,3,,,93,2,83,3,90,2,,,74,4,,,,,,,97,1,98,1,,,98,1,,,97,1,,,,
2024,,,87,3,76,3,,,70,4,81,3,,,,,,,,,92,2,,,98,1,78,3,95,2,,,95,2,,,,,,,87,3,98,1,,,97,1,,,66,4,,,,
2024,,,85,3,93,2,,,66,4,95,2,,,,,,,,,87,3,,,98,1,,,87,3,,,87,3,,,,,,,87,3,93,2,,,92,2,,,95,2,,,,
2024,,,97,1,93,2,,,85,3,95,2,,,,,,,,,90,2,,,98,1,,,95,2,,,92,2,,,,,,,81,3,92,2,,,93,2,,,95,2,,,,
2024,,,92,2,99,1,,,87,3,,,,,,,,,,,98,1,,,99,1,,,78,3,,,81,3,,,,,,,92,2,99,1,,,98,1,,,81,3,,,,
2024,,,87,3,92,2,,,66,4,,,,,,,,,,,78,3,,,92,2,,,95,2,,,87,3,,,,,,,90,2,76,4,,,99,1,,,74,4,,,,
2024,,,81,3,81,3,,,85,3,,,,,,,,,,,85,3,,,90,2,,,87,3,,,81,3,,,,,,,81,3,99,1,,,93,2,,,66,4,,,,
2024,,,99,1,93,2,,,74,4,,,,,,,,,,,98,1,,,99,1,,,87,3,,,90,2,,,,,,,95,2,92,2,,,,,,,95,2,,,,
2024,,,78,3,95,2,,,,,,,,,,,,,,,,,,,98,1,,,87,3,,,93,2,,,,,,,85,3,,,,,,,,,97,1,,,,
2024,,,85,3,98,1,,,,,,,,,,,,,,,,,,,95,2,,,95,2,,,74,4,,,,,,,87,3,,,,,,,,,95,2,,,,
2024,,,98,1,92,2,,,,,,,,,,,,,,,,,,,95,2,,,59,5,,,92,2,,,,,,,81,3,,,,,,,,,89,2,,,,
2024,,,98,1,92,2,,,,,,,,,,,,,,,,,,,98,1,,,95,2,,,95,2,,,,,,,81,3,,,,,,,,,95,2,,,,
2024,,,98,1,97,1,,,,,,,,,,,,,,,,,,,97,1,,,95,2,,,87,3,,,,,,,66,4,,,,,,,,,92,2,,,,
2024,,,95,2,92,2,,,,,,,,,,,,,,,,,,,98,1,,,92,2,,,98,1,,,,,,,87,3,,,,,,,,,90,2,,,,
2024,,,95,2,97,1,,,,,,,,,,,,,,,,,,,98,1,,,90,2,,,87,3,,,,,,,87,3,,,,,,,,,92,2,,,,
2024,,,90,2,87,3,,,,,,,,,,,,,,,,,,,97,1,,,85,3,,,90,2,,,,,,,81,3,,,,,,,,,90,2,,,,
2024,,,89,2,92,2,,,,,,,,,,,,,,,,,,,,,,,87,3,,,87,3,,,,,,,87,3,,,,,,,,,81,3,,,,
2024,,,93,2,95,2,,,,,,,,,,,,,,,,,,,,,,,95,2,,,98,1,,,,,,,87,3,,,,,,,,,87,3,,,,
2024,,,92,2,95,2,,,,,,,,,,,,,,,,,,,,,,,95,2,,,87,3,,,,,,,81,3,,,,,,,,,99,1,,,,
2024,,,98,1,97,1,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,68,4,,,,,,,,,95,2,,,,
2024,,,95,2,97,1,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,78,3,,,,,,,,,95,2,,,,
2024,,,87,3,93,2,,,,,,,,,,,,,,,,,,,,,,,76,4,,,,,,,,,,,66,4,,,,,,,,,97,1,,,,
2024,,,95,2,87,3,,,,,,,,,,,,,,,,,,,,,,,95,2,,,,,,,,,,,11,7,,,,,,,,,92,2,,,,
2024,,,97,1,92,2,,,,,,,,,,,,,,,,,,,,,,,68,4,,,,,,,,,,,90,2,,,,,,,,,87,3,,,,
2024,,,90,2,99,1,,,,,,,,,,,,,,,,,,,,,,,83,3,,,,,,,,,,,81,3,,,,,,,,,74,4,,,,
2024,,,95,2,92,2,,,,,,,,,,,,,,,,,,,,,,,74,4,,,,,,,,,,,,#N/A,,,,,,,,,98,1,,,,
2024,,,,,90,2,,,,,,,,,,,,,,,,,,,,,,,92,2,,,,,,,,,,,92,2,,,,,,,,,99,1,,,,
2024,,,,,97,1,,,,,,,,,,,,,,,,,,,,,,,85,3,,,,,,,,,,,87,3,,,,,,,,,78,3,,,,
2024,,,,,99,1,,,,,,,,,,,,,,,,,,,,,,,93,2,,,,,,,,,,,90,2,,,,,,,,,66,4,,,,
2024,,,,,97,1,,,,,,,,,,,,,,,,,,,,,,,98,1,,,,,,,,,,,81,3,,,,,,,,,98,1,,,,
2024,,,,,89,2,,,,,,,,,,,,,,,,,,,,,,,74,4,,,,,,,,,,,81,3,,,,,,,,,99,1,,,,
2024,,,,,93,2,,,,,,,,,,,,,,,,,,,,,,,85,3,,,,,,,,,,,92,2,,,,,,,,,81,3,,,,
2024,,,,,95,2,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,92,2,,,,,,,,,93,2,,,,
2024,,,,,99,1,,,,,,,,,,,,,,,,,,,,,,,92,2,,,,,,,,,,,,#N/A,,,,,,,,,90,2,,,,
2024,,,,,95,2,,,,,,,,,,,,,,,,,,,,,,,95,2,,,,,,,,,,,81,3,,,,,,,,,92,2,,,,
2024,,,,,97,1,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,97,1,,,,,,,,,95,2,,,,
2024,,,,,81,3,,,,,,,,,,,,,,,,,,,,,,,92,2,,,,,,,,,,,81,3,,,,,,,,,81,3,,,,
2024,,,,,89,2,,,,,,,,,,,,,,,,,,,,,,,85,3,,,,,,,,,,,87,3,,,,,,,,,87,3,,,,
2024,,,,,97,1,,,,,,,,,,,,,,,,,,,,,,,76,4,,,,,,,,,,,,#N/A,,,,,,,,,83,3,,,,
2024,,,,,92,2,,,,,,,,,,,,,,,,,,,,,,,63,4,,,,,,,,,,,81,3,,,,,,,,,82,3,,,,
2024,,,,,95,2,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,92,2,,,,,,,,,81,3,,,,
2024,,,,,97,3,,,,,,,,,,,,,,,,,,,,,,,85,3,,,,,,,,,,,76,4,,,,,,,,,87,3,,,,
2024,,,,,95,2,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,,,,,,,,,,,,,,,,87,3,,,,
2024,,,,,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,,,,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,70,4,94,2,94,2,,,82,3,82,3,80,3,82,3,68,4,98,1,91,2,95,2,99,1,88,3,89,2,94,2,82,3,73,4,,,98,1,89,2,97,1,87,3,95,2,89,2,99,1,,,,
2023,77,3,89,2,93,2,,,74,4,68,4,65,4,97,1,73,4,100,1,84,3,95,2,99,1,77,3,94,2,95,2,91,2,87,3,,,91,2,88,3,97,1,89,2,93,2,89,2,94,2,,,,
2023,75,4,94,2,89,2,,,97,1,87,3,77,3,85,3,88,3,95,2,93,2,97,1,92,1,62,4,89,2,74,4,80,3,99,1,,,91,2,85,3,93,2,87,3,89,2,75,4,87,3,,,,
2023,91,2,95,2,93,2,,,93,2,89,2,68,4,97,1,85,3,93,2,62,4,89,2,99,1,93,2,82,3,85,3,99,1,98,1,,,99,1,85,3,95,2,95,2,98,1,93,2,91,2,,,,
2023,35,6,93,2,57,5,,,95,2,82,3,89,2,96,1,84,3,96,1,91,2,89,2,96,1,69,4,80,3,87,3,82,3,80,3,,,94,2,85,3,99,1,79,3,99,1,97,1,88,3,,,,
2023,91,2,87,3,77,3,,,77,3,82,3,65,4,93,2,98,1,99,1,85,3,87,3,96,1,77,3,95,2,91,2,68,4,85,3,,,93,2,94,2,94,2,87,3,89,2,91,2,77,3,,,,
2023,84,3,84,3,97,1,,,80,3,73,4,98,1,88,3,85,3,96,1,85,3,93,2,89,2,82,3,96,1,93,2,85,3,87,3,,,95,2,99,1,91,2,97,1,95,2,68,4,89,2,,,,
2023,56,5,93,2,85,3,,,80,3,91,2,80,3,91,2,82,3,99,1,94,2,91,2,98,1,85,3,77,3,89,2,94,2,73,4,,,89,2,98,1,99,1,95,2,98,1,70,4,84,3,,,,
2023,6,8,94,2,95,2,,,98,1,99,1,35,6,94,2,85,3,97,1,87,3,87,3,93,2,87,3,93,2,87,3,87,3,75,4,,,93,2,85,3,97,1,75,4,91,2,79,3,98,2,,,,
2023,82,3,89,2,91,2,,,93,2,98,1,82,3,91,2,80,3,96,1,84,3,97,1,98,1,93,2,91,2,87,3,77,3,94,2,,,93,2,91,2,95,2,100,1,95,2,89,2,89,2,,,,
2023,82,3,93,2,85,3,,,73,4,93,2,80,3,77,3,77,3,93,2,97,1,99,1,94,2,79,3,85,3,98,1,93,2,88,3,,,94,2,80,3,93,2,75,4,96,1,89,2,93,2,,,,
2023,85,3,91,2,87,3,,,85,3,85,3,80,3,93,2,73,4,97,1,89,2,94,2,97,1,59,5,87,3,91,2,85,3,85,3,,,93,2,93,2,98,1,98,1,94,2,89,2,82,3,,,,
2023,73,4,94,2,93,2,,,73,4,87,3,89,2,85,3,80,3,95,2,87,3,98,1,89,2,70,4,95,2,68,4,85,3,100,1,,,85,3,95,2,93,2,80,3,25,3,77,3,89,2,,,,
2023,47,5,22,3,93,2,,,85,3,80,3,70,4,95,2,73,4,100,1,82,3,98,1,93,2,91,2,82,3,88,3,87,3,91,2,,,89,2,84,3,96,1,80,3,100,1,82,3,97,1,,,,
2023,80,3,94,2,93,2,,,85,3,82,3,85,3,85,3,70,4,93,2,89,2,91,2,95,2,98,1,80,3,80,3,68,4,93,2,,,93,2,99,1,97,1,66,4,98,1,85,3,93,2,,,,
2023,65,4,96,1,93,2,,,75,4,70,4,62,4,85,3,87,3,98,1,93,2,95,2,97,1,68,4,75,4,94,2,87,3,93,2,,,89,2,95,2,99,1,85,3,100,1,85,3,80,3,,,,
2023,89,2,99,1,98,1,,,66,4,85,3,68,4,98,1,91,2,96,1,82,3,93,2,98,1,95,2,77,3,85,3,87,3,68,4,,,91,2,87,3,93,2,87,3,95,2,85,3,89,2,,,,
2023,89,2,93,2,89,2,,,73,4,93,2,80,3,94,2,68,4,93,2,73,4,94,2,98,1,82,3,82,3,89,2,91,2,93,2,,,91,2,82,3,97,1,99,1,99,1,85,3,96,1,,,,
2023,31,6,93,2,93,2,,,96,1,89,2,88,3,93,2,89,2,91,2,93,2,93,2,98,1,91,2,80,3,94,2,87,3,94,2,,,89,2,80,3,95,2,85,3,99,1,80,3,95,2,,,,
2023,91,2,80,3,91,2,,,95,2,93,2,77,3,89,2,93,2,,,87,3,95,2,99,1,93,2,73,4,87,3,91,2,79,3,,,97,1,82,3,99,1,91,2,87,3,95,2,97,1,,,,
2023,97,1,93,2,95,2,,,94,2,91,2,75,4,91,2,95,2,,,87,3,91,2,94,2,87,3,84,3,97,1,91,2,89,2,,,85,3,89,2,96,1,89,2,91,2,82,3,85,3,,,,
2023,91,2,96,1,89,2,,,75,4,94,2,,,93,2,64,4,,,82,3,93,2,93,2,77,3,70,4,93,2,91,2,96,1,,,68,4,82,3,99,1,89,2,91,2,73,4,98,1,,,,
2023,68,4,89,2,89,2,,,27,3,82,3,,,87,3,84,3,,,70,4,87,3,98,1,80,3,96,1,95,2,87,3,91,2,,,94,2,89,2,99,1,73,4,97,1,69,4,99,2,,,,
2023,93,2,98,1,93,2,,,93,2,89,2,,,89,2,77,3,,,82,3,95,2,93,2,80,3,85,3,91,2,94,2,89,2,,,94,2,96,1,73,4,79,3,94,2,91,2,85,3,,,,
2023,75,4,98,1,85,3,,,85,3,93,2,,,91,2,97,1,,,91,2,95,2,99,1,87,3,91,2,84,3,68,4,66,4,,,98,1,93,2,93,2,70,4,98,1,74,4,93,2,,,,
2023,44,5,99,1,93,2,,,91,2,82,3,,,82,3,80,3,,,62,4,96,1,98,1,87,3,73,4,95,2,96,1,100,1,,,95,2,4,8,87,3,77,3,98,1,87,3,93,2,,,,
2023,21,7,89,2,98,1,,,85,3,87,3,,,80,3,89,2,,,91,2,99,1,95,2,77,3,89,2,77,3,88,3,93,2,,,99,1,85,3,97,1,,,95,2,87,3,98,1,,,,
2023,95,2,98,1,91,2,,,73,4,91,2,,,77,3,,,,,85,3,89,2,99,1,94,2,68,4,68,4,75,4,87,3,,,85,3,91,2,95,2,,,99,1,82,3,89,2,,,,
2023,97,1,93,2,91,2,,,85,3,73,4,,,95,2,,,,,95,2,95,2,99,1,91,2,91,2,89,2,95,2,99,1,,,95,2,82,3,96,1,,,97,1,82,3,82,3,,,,
2023,85,3,94,2,80,3,,,84,3,85,3,,,85,3,,,,,84,3,96,1,98,1,93,2,85,3,73,4,98,1,89,2,,,93,2,96,1,87,3,,,100,1,84,3,93,2,,,,
2023,80,3,88,3,89,2,,,85,3,89,2,,,27,3,,,,,95,2,100,1,100,1,97,1,93,2,87,3,94,2,97,1,,,89,2,68,4,93,2,,,98,1,82,3,87,3,,,,
2023,55,5,97,1,89,2,,,84,3,89,2,,,79,3,,,,,96,1,97,1,96,1,87,3,91,2,99,1,87,3,68,4,,,87,3,87,3,93,2,,,95,2,89,2,89,2,,,,
2023,82,3,98,1,97,1,,,89,2,80,3,,,96,1,,,,,87,3,96,1,95,2,80,3,88,3,97,1,91,2,95,2,,,94,2,94,2,99,1,,,93,2,85,3,73,4,,,,
2023,79,3,73,4,89,2,,,89,2,95,2,,,80,3,,,,,79,3,91,2,98,1,80,3,80,3,94,2,89,2,75,4,,,95,2,87,3,98,1,,,100,1,82,3,95,2,,,,
2023,88,3,97,1,93,2,,,91,2,89,2,,,95,2,,,,,97,1,98,1,79,3,80,3,82,3,77,3,89,2,,,,,98,1,99,1,99,1,,,95,2,87,3,70,4,,,,
2023,35,6,91,2,87,3,,,89,2,73,4,,,93,2,,,,,87,3,97,1,94,2,77,3,82,3,88,3,75,4,,,,,94,2,98,1,93,2,,,96,1,87,3,87,3,,,,
2023,96,1,99,1,85,3,,,70,4,73,4,,,97,1,,,,,91,2,,,88,3,87,3,82,3,91,2,95,2,,,,,87,3,84,3,93,2,,,96,1,82,3,68,4,,,,
2023,89,2,96,1,94,2,,,91,2,75,4,,,99,1,,,,,95,2,,,97,1,70,4,82,3,,,97,1,,,,,80,3,75,4,95,2,,,95,2,74,4,89,2,,,,
2023,89,2,95,2,95,2,,,87,3,94,2,,,94,2,,,,,88,3,,,99,1,82,3,64,4,,,62,4,,,,,93,2,98,1,97,1,,,94,2,87,3,96,1,,,,
2023,89,2,93,2,85,3,,,93,2,85,3,,,95,2,,,,,70,4,,,98,1,83,3,93,2,,,94,2,,,,,99,1,87,3,93,2,,,88,3,74,4,89,2,,,,
2023,85,3,87,3,88,3,,,89,2,82,3,,,97,1,,,,,95,2,,,95,2,99,1,93,2,,,91,2,,,,,98,1,89,2,100,1,,,99,1,93,2,97,1,,,,
2023,73,4,91,2,82,3,,,68,4,85,3,,,95,2,,,,,91,2,,,97,1,85,3,91,2,,,99,1,,,,,89,2,89,2,96,1,,,99,1,98,1,77,3,,,,
2023,,,95,2,100,1,,,87,3,89,2,,,25,3,,,,,87,3,,,100,1,93,2,93,2,,,91,2,,,,,89,2,100,1,95,2,,,97,1,85,3,89,2,,,,
2023,,,91,2,89,2,,,89,2,84,3,,,91,2,,,,,95,2,,,100,1,,,94,2,,,85,3,,,,,91,2,89,2,99,1,,,99,1,89,2,85,3,,,,
2023,,,89,2,96,1,,,42,5,95,2,,,94,2,,,,,91,2,,,98,1,,,89,2,,,93,2,,,,,93,2,96,1,97,1,,,97,1,80,3,89,2,,,,
2023,,,99,1,77,3,,,93,2,73,4,,,97,3,,,,,95,2,,,99,1,,,80,3,,,85,3,,,,,93,2,89,2,93,2,,,96,1,91,2,87,3,,,,
2023,,,98,1,95,2,,,85,3,94,2,,,85,3,,,,,89,2,,,96,1,,,77,3,,,91,2,,,,,85,3,80,3,99,1,,,91,2,89,2,93,2,,,,
2023,,,89,2,94,2,,,94,2,89,2,,,93,2,,,,,84,3,,,91,2,,,93,2,,,91,2,,,,,99,2,95,2,98,1,,,96,2,82,3,80,3,,,,
