year,가톨릭,합격인원,건국대,합격인원,경희대,합격인원,고려대,합격인원,광운대,합격인원,단국대,합격인원,덕성여대,합격인원,동국대,합격인원,동덕여대,합격인원,서강대,합격인원,서울과기대,합격인원,서울시립대,합격인원,성균관대,합격인원,성신여대,합격인원,세종대,합격인원,숙명여대,합격인원,숭실대,합격인원,아주대,합격인원,연세대,합격인원,이화여대,합격인원,인하대,합격인원,중앙대,합격인원,중앙대(다빈치),합격인원,한양대,합격인원,항공대,합격인원,홍익대,합격인원,,학교명,논술유형,수능최저
2023,,,70,4,99,1,,,68,4,64,4,,,77,3,,,,,82,3,,,96,1,,,91,2,,,89,2,,,,,93,2,91,2,98,1,,,99,1,97,1,97,1,,,,
2023,,,99,1,99,1,,,89,2,79,3,,,97,1,,,,,96,1,,,94,2,,,91,2,,,82,3,,,,,,,73,4,88,3,,,94.24489796,1.530612245,99,2,80,3,,,,
2023,,,94,2,98,1,,,73,4,95,2,,,95,2,,,,,98,1,,,99,1,,,91,2,,,79,3,,,,,,,80,3,93,2,,,,,93,2,,,,,,
2023,,,89,2,80,3,,,68,4,79,3,,,97,1,,,,,95,2,,,94,2,,,,,,,98,1,,,,,,,75,4,98,1,,,,,65,4,,,,,,
2023,,,95,2,93,2,,,85,3,82,3,,,89,2,,,,,93,2,,,95,2,,,,,,,87,3,,,,,,,85,3,96,1,,,,,97,1,,,,,,
2023,,,93,2,93,2,,,85,3,62,4,,,89,2,,,,,87,3,,,96,1,,,,,,,89,2,,,,,,,80,3,99,1,,,,,59,5,,,,,,
2023,,,95,2,98,1,,,95,2,91,2,,,89,2,,,,,97,3,,,94,2,,,,,,,91,2,,,,,,,94,2,93,2,,,,,69,4,,,,,,
2023,,,94,2,95,2,,,,,89,2,,,89,2,,,,,97,1,,,96,1,,,,,,,88,3,,,,,,,93,2,84,3,,,,,80,3,,,,,,
2023,,,95,2,93,2,,,,,94,2,,,85,3,,,,,62,4,,,87,3,,,,,,,87,3,,,,,,,99,1,97,1,,,,,73,4,,,,,,
2023,,,95,2,99,1,,,,,,,,,93,2,,,,,77,3,,,93,2,,,,,,,94,2,,,,,,,94,2,93,2,,,,,77,3,,,,,,
2023,,,88,3,97,1,,,,,,,,,,,,,,,93,2,,,100,1,,,,,,,85,3,,,,,,,93,2,98,1,,,,,97,1,,,,,,
2023,,,95,2,95,2,,,,,,,,,,,,,,,73,4,,,96,1,,,,,,,89,2,,,,,,,99,1,97,1,,,,,91,2,,,,,,
2023,,,97,1,96,1,,,,,,,,,,,,,,,84,3,,,100,1,,,,,,,89,2,,,,,,,88,3,99,1,,,,,85,3,,,,,,
2023,,,95,2,87,3,,,,,,,,,,,,,,,77,3,,,85,3,,,,,,,88,3,,,,,,,80,3,87,3,,,,,77,3,,,,,,
2023,,,89,2,93,2,,,,,,,,,,,,,,,82,3,,,98,1,,,,,,,93,2,,,,,,,95,2,96,1,,,,,89,2,,,,,,
2023,,,91,2,91,2,,,,,,,,,,,,,,,89,2,,,100,1,,,,,,,85,3,,,,,,,89,2,99,1,,,,,80,3,,,,,,
2023,,,100,1,91,2,,,,,,,,,,,,,,,91,2,,,97,1,,,,,,,91,2,,,,,,,89,2,97,1,,,,,98,1,,,,,,
2023,,,93,2,93,2,,,,,,,,,,,,,,,84,3,,,,,,,,,,,,,,,,,,,98,1,93,2,,,,,82,3,,,,,,
2023,,,95,2,96,1,,,,,,,,,,,,,,,88,3,,,,,,,,,,,,,,,,,,,99,1,94,2,,,,,68,4,,,,,,
2023,,,87,3,88,3,,,,,,,,,,,,,,,95,2,,,,,,,,,,,,,,,,,,,88,3,97,1,,,,,89,2,,,,,,
2023,,,99,1,91,2,,,,,,,,,,,,,,,89,2,,,,,,,,,,,,,,,,,,,64,4,99,1,,,,,89,2,,,,,,
2023,,,99,1,89,2,,,,,,,,,,,,,,,89,2,,,,,,,,,,,,,,,,,,,94,2,,,,,,,83.95652174,2.739130435,,,,,,
2023,,,93,2,77,3,,,,,,,,,,,,,,,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,96,1,89,2,,,,,,,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,96,1,91,2,,,,,,,,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,87,3,99,1,,,,,,,,,,,,,,,87,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,99,1,95,2,,,,,,,,,,,,,,,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,94,2,89,2,,,,,,,,,,,,,,,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,94,2,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,95,2,68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,89,2,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,91,2,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,91,2,90,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,99,1,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,89,2,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,98,1,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,77,3,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,77,3,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,88,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,85,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,70,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,77,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,94,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,,,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,60,1,99,1,97,1,96,1,84,1,69,1,67,1,94,1,76,1,88,1,81,1,97,1,97,1,67,1,84,1,94,1,94,1,99,1,97,1,94,1,72,1,99,1,37,1,92,1,100,1,91,1,,,,
2025,46,1,97,1,94,1,96,1,74,1,81,1,88,1,74,1,65,1,,,97,1,99,1,,,81,1,99,1,96,1,65,1,74,1,99,1,74,1,88,1,94,1,94,1,99,1,94,1,94,1,,,,
2025,32,1,99,1,97,1,96,1,79,1,88,1,54,1,81,1,50,1,,,94,1,,,,,76,1,94,1,,,74,1,74,1,91,1,96,1,94,1,94,1,,,81,1,94,1,96,1,,,,
2025,37,1,92,1,81,1,98,1,74,1,88,1,88,1,94,1,76,1,,,74,1,,,,,,,88,1,,,91,1,69,1,97,1,,,96,1,96,1,,,99,1,86,1,99,1,,,,
2025,31,1,88,1,94,1,97,1,92,1,65,1,,,96,1,69,1,,,84,1,,,,,,,88,1,,,99,1,81,1,88,1,,,94,1,99,1,,,88,1,88,1,74,1,,,,
2025,69,1,94,1,88,1,91,1,72,1,69,1,,,81,1,,,,,88,1,,,,,,,94,1,,,88,1,97,1,94,1,,,94,1,,,,,76,1,63,1,97,1,,,,
2025,40,1,96,1,100,1,,,79,1,65,1,,,94,1,,,,,94,1,,,,,,,94,1,,,81,1,94,1,,,,,84,1,,,,,99,1,88,1,84,1,,,,
2025,88,1,100,1,94,1,,,88,1,97,1,,,69,1,,,,,65,1,,,,,,,74,1,,,,,97,1,,,,,81,1,,,,,,,88,1,100,1,,,,
2025,60,1,97,1,97,1,,,88,1,86,1,,,,,,,,,84,1,,,,,,,81,1,,,,,76,1,,,,,94,1,,,,,,,88,1,99,1,,,,
2025,88,1,96,1,97,1,,,74,1,88,1,,,,,,,,,94,1,,,,,,,81,1,,,,,97,1,,,,,88,1,,,,,,,81,1,97,1,,,,
2025,88,1,81,1,94,1,,,99,1,72,1,,,,,,,,,81,1,,,,,,,94,1,,,,,81,1,,,,,81,1,,,,,,,79,1,88,1,,,,
2025,84,1,94,1,88,1,,,81,1,81,1,,,,,,,,,81,1,,,,,,,94,1,,,,,88,1,,,,,97,1,,,,,,,76,1,94,1,,,,
2025,,,,,88,1,,,97,1,,,,,,,,,,,67,1,,,,,,,84,1,,,,,91,1,,,,,69,1,,,,,,,88,1,94,1,,,,
2025,,,,,88,1,,,,,,,,,,,,,,,94,1,,,,,,,99,1,,,,,91,1,,,,,91,1,,,,,,,81,1,97,1,,,,
2025,,,,,81,1,,,,,,,,,,,,,,,81,1,,,,,,,97,1,,,,,76,1,,,,,94,1,,,,,,,99,1,88,1,,,,
2025,,,,,88,1,,,,,,,,,,,,,,,94,1,,,,,,,91,1,,,,,99,1,,,,,88,1,,,,,,,91,1,81,1,,,,
2025,,,,,94,1,,,,,,,,,,,,,,,91,1,,,,,,,96,1,,,,,88,1,,,,,88,1,,,,,,,84,1,,,,,,
2025,,,,,99,1,,,,,,,,,,,,,,,69,1,,,,,,,91,1,,,,,97,1,,,,,99,1,,,,,,,69,1,,,,,,
2025,,,,,88,1,,,,,,,,,,,,,,,88,1,,,,,,,94,1,,,,,94,1,,,,,84,1,,,,,,,97,1,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,97,1,,,,,,,94,1,,,,,67,1,,,,,86,1,,,,,,,81,1,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,76,1,,,,,,,88,1,,,,,94,1,,,,,69,1,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,86,1,,,,,,,88,1,,,,,84,1,,,,,84,1,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,81,1,,,,,,,94,1,,,,,,,,,,,88,1,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,94,1,,,,,,,88,1,,,,,,,,,,,88,1,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,97,1,,,,,,,88,1,,,,,,,,,,,79,1,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,79,1,,,,,,,88,1,,,,,,,,,,,81,1,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,88,1,,,,,,,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,69,1,,,,,,,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,88,1,,,,,,,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,88,1,,,,,,,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,
